MatchID,Team,Opponent,Innings,PlayerID,Role,Runs,Balls,4s,6s,StrikeRate,Dismissal,PlayerName
16,Uttarakhand,Arunachal Pradesh,2,847,Batter,35,60,2,1,58.33,Not Out,Nikhil_UK
16,Arunachal Pradesh,Uttarakhand,2,40,All-rounder,16,21,1,0,76.19,Bowled,Sai_AR
16,Arunachal Pradesh,Uttarakhand,2,41,All-rounder,8,12,1,0,66.67,LBW,Rahul_AR
16,Arunachal Pradesh,Uttarakhand,2,27,Batter,20,31,5,0,64.52,Caught,Ishan_AR
16,Arunachal Pradesh,Uttarakhand,2,28,Batter,27,46,3,1,58.7,Stumped,Pranav_AR
16,Arunachal Pradesh,Uttarakhand,2,34,Bowler,15,27,1,0,55.56,Caught,Yash_AR
16,Arunachal Pradesh,Uttarakhand,2,29,Batter,36,42,5,1,85.71,LBW,Dev_AR
16,Arunachal Pradesh,Uttarakhand,2,36,Bowler,25,32,1,0,78.13,Bowled,Sarthak_AR
16,Arunachal Pradesh,Uttarakhand,2,37,Bowler,26,37,1,0,70.27,Caught,Harsh_AR
16,Arunachal Pradesh,Uttarakhand,2,44,All-rounder,19,29,3,0,65.52,Run Out,Abhinav_AR
16,Arunachal Pradesh,Uttarakhand,2,46,All-rounder,36,60,5,1,60,Caught,Arjun_AR
16,Arunachal Pradesh,Uttarakhand,2,32,Batter,14,25,2,0,56,Not Out,Rohan_AR
17,Tripura,Haryana,1,840,Wicket Keeper,16,20,1,0,80,Bowled,Pranav_TR
17,Tripura,Haryana,1,825,Bowler,22,31,4,1,70.97,Caught,Aditya_TR
17,Tripura,Haryana,1,819,Batter,20,31,0,0,64.52,Run Out,Ishan_TR
17,Tripura,Haryana,1,837,All-rounder,29,48,4,1,60.42,Caught,Gautham_TR
17,Tripura,Haryana,1,838,All-rounder,8,14,2,0,57.14,Bowled,Arjun_TR
17,Tripura,Haryana,1,831,Bowler,25,48,3,0,52.08,LBW,Vivek_TR
17,Tripura,Haryana,1,821,Batter,11,14,2,0,78.57,Caught,Dev_TR
17,Tripura,Haryana,1,839,Wicket Keeper,22,30,1,1,73.33,Stumped,Ishan_TR
17,Tripura,Haryana,1,824,Batter,31,47,4,1,65.96,Caught,Rohan_TR
17,Tripura,Haryana,1,818,Batter,24,39,4,0,61.54,LBW,Arjun_TR
17,Tripura,Haryana,1,835,All-rounder,9,16,2,0,56.25,Not Out,Shreyas_TR
17,Haryana,Tripura,1,265,Batter,18,34,2,0,52.94,Run Out,Gautham_HR
17,Haryana,Tripura,1,267,Batter,34,41,5,0,82.93,Caught,Ishan_HR
17,Haryana,Tripura,1,280,All-rounder,22,30,4,0,73.33,Bowled,Sai_HR
17,Haryana,Tripura,1,268,Batter,33,49,8,0,67.35,LBW,Pranav_HR
17,Haryana,Tripura,1,272,Batter,11,18,2,0,61.11,Caught,Rohan_HR
17,Haryana,Tripura,1,287,Wicket Keeper,33,57,3,0,57.89,Stumped,Ishan_HR
17,Haryana,Tripura,1,273,Bowler,56,105,5,0,53.33,Caught,Aditya_HR
17,Haryana,Tripura,1,266,Batter,15,18,2,0,83.33,LBW,Arjun_HR
17,Haryana,Tripura,1,284,All-rounder,48,64,5,0,75,Bowled,Abhinav_HR
17,Haryana,Tripura,1,283,All-rounder,52,76,8,0,68.42,Caught,Shreyas_HR
17,Haryana,Tripura,1,288,Wicket Keeper,46,73,9,1,63.01,Not Out,Pranav_HR
17,Tripura,Haryana,2,839,Wicket Keeper,3,4,0,0,75,Caught,Ishan_TR
17,Tripura,Haryana,2,823,Batter,73,101,10,3,72.28,LBW,Nikhil_TR
17,Tripura,Haryana,2,828,Bowler,38,57,5,1,66.67,Bowled,Sarthak_TR
17,Tripura,Haryana,2,833,All-rounder,38,62,7,0,61.29,Caught,Rahul_TR
17,Tripura,Haryana,2,840,Wicket Keeper,29,51,3,0,56.86,Run Out,Pranav_TR
17,Tripura,Haryana,2,835,All-rounder,16,30,3,0,53.33,Caught,Shreyas_TR
17,Tripura,Haryana,2,837,All-rounder,11,14,2,0,78.57,Bowled,Gautham_TR
17,Tripura,Haryana,2,826,Bowler,55,75,3,2,73.33,LBW,Yash_TR
17,Tripura,Haryana,2,831,Bowler,30,45,1,0,66.67,Caught,Vivek_TR
17,Tripura,Haryana,2,824,Batter,62,100,11,0,62,Stumped,Rohan_TR
17,Tripura,Haryana,2,822,Batter,80,140,10,2,57.14,Not Out,Karthik_TR
17,Haryana,Tripura,2,276,Bowler,7,13,0,0,53.85,Bowled,Sarthak_HR
17,Haryana,Tripura,2,278,Bowler,13,16,3,0,81.25,Caught,Neeraj_HR
17,Haryana,Tripura,2,272,Batter,20,27,4,0,74.07,Run Out,Rohan_HR
17,Haryana,Tripura,2,267,Batter,26,38,4,0,68.42,Caught,Ishan_HR
17,Haryana,Tripura,2,266,Batter,52,83,7,2,62.65,Bowled,Arjun_HR
17,Haryana,Tripura,2,281,All-rounder,45,77,1,0,58.44,LBW,Rahul_HR
17,Haryana,Tripura,2,265,Batter,23,43,5,0,53.49,Caught,Gautham_HR
17,Haryana,Tripura,2,288,Wicket Keeper,31,37,1,1,83.78,Stumped,Pranav_HR
17,Haryana,Tripura,2,280,All-rounder,9,12,0,0,75,Caught,Sai_HR
17,Haryana,Tripura,2,277,Bowler,49,71,6,0,69.01,LBW,Harsh_HR
17,Haryana,Tripura,2,284,All-rounder,40,63,7,0,63.49,Not Out,Abhinav_HR
18,Tamil Nadu,Goa,1,812,All-rounder,10,14,1,0,71.43,LBW,Abhinav_TN
18,Tamil Nadu,Goa,1,802,Bowler,28,42,5,0,66.67,Bowled,Yash_TN
18,Tamil Nadu,Goa,1,810,All-rounder,6,10,0,0,60,Caught,Aniket_TN
18,Tamil Nadu,Goa,1,806,Bowler,21,37,3,1,56.76,Run Out,Neeraj_TN
18,Tamil Nadu,Goa,1,803,Bowler,46,86,5,1,53.49,Caught,Manav_TN
18,Tamil Nadu,Goa,1,796,Batter,35,42,4,1,83.33,Bowled,Pranav_TN
18,Tamil Nadu,Goa,1,815,Wicket Keeper,22,29,3,0,75.86,LBW,Ishan_TN
18,Tamil Nadu,Goa,1,800,Batter,33,49,0,2,67.35,Caught,Rohan_TN
18,Tamil Nadu,Goa,1,811,All-rounder,1,2,0,0,50,Stumped,Shreyas_TN
18,Tamil Nadu,Goa,1,798,Batter,36,62,3,1,58.06,Caught,Karthik_TN
18,Tamil Nadu,Goa,1,808,All-rounder,12,22,0,1,54.55,Not Out,Sai_TN
18,Goa,Tamil Nadu,1,229,Bowler,42,67,7,2,62.69,Run Out,Harsh_GA
18,Goa,Tamil Nadu,1,237,All-rounder,19,33,1,1,57.58,Caught,Gautham_GA
18,Goa,Tamil Nadu,1,225,Bowler,54,100,3,1,54,Bowled,Aditya_GA
18,Goa,Tamil Nadu,1,231,Bowler,19,22,0,1,86.36,LBW,Vivek_GA
18,Goa,Tamil Nadu,1,220,Batter,57,75,0,2,76,Caught,Pranav_GA
18,Goa,Tamil Nadu,1,227,Bowler,38,55,7,0,69.09,Stumped,Manav_GA
18,Goa,Tamil Nadu,1,221,Batter,7,11,0,0,63.64,Caught,Dev_GA
18,Goa,Tamil Nadu,1,230,Bowler,34,58,5,0,58.62,LBW,Neeraj_GA
18,Goa,Tamil Nadu,1,222,Batter,16,29,1,0,55.17,Bowled,Karthik_GA
18,Goa,Tamil Nadu,1,236,All-rounder,11,13,2,0,84.62,Caught,Abhinav_GA
18,Goa,Tamil Nadu,1,240,Wicket Keeper,22,28,1,0,78.57,Not Out,Pranav_GA
18,Tamil Nadu,Goa,2,805,Bowler,20,27,3,0,74.07,Stumped,Harsh_TN
18,Tamil Nadu,Goa,2,794,Batter,25,37,2,1,67.57,Caught,Arjun_TN
18,Tamil Nadu,Goa,2,804,Bowler,70,112,5,2,62.5,LBW,Sarthak_TN
18,Tamil Nadu,Goa,2,801,Bowler,46,80,2,1,57.5,Bowled,Aditya_TN
18,Tamil Nadu,Goa,2,793,Batter,25,47,2,1,53.19,Caught,Gautham_TN
18,Tamil Nadu,Goa,2,806,Bowler,62,74,5,2,83.78,Run Out,Neeraj_TN
18,Tamil Nadu,Goa,2,814,All-rounder,4,5,0,0,80,Caught,Arjun_TN
18,Tamil Nadu,Goa,2,795,Batter,13,19,2,0,68.42,Bowled,Ishan_TN
18,Tamil Nadu,Goa,2,816,Wicket Keeper,63,100,6,1,63,LBW,Pranav_TN
18,Tamil Nadu,Goa,2,797,Batter,68,116,7,2,58.62,Caught,Dev_TN
18,Tamil Nadu,Goa,2,796,Batter,47,86,9,1,54.65,Not Out,Pranav_TN
18,Goa,Tamil Nadu,2,240,Wicket Keeper,11,17,0,0,64.71,Bowled,Pranav_GA
18,Goa,Tamil Nadu,2,217,Batter,26,44,2,1,59.09,Caught,Gautham_GA
18,Goa,Tamil Nadu,2,236,All-rounder,8,15,2,0,53.33,Run Out,Abhinav_GA
18,Goa,Tamil Nadu,2,232,All-rounder,41,48,2,2,85.42,Caught,Sai_GA
18,Goa,Tamil Nadu,2,220,Batter,7,9,1,0,77.78,Bowled,Pranav_GA
18,Goa,Tamil Nadu,2,223,Batter,32,45,0,0,71.11,LBW,Nikhil_GA
18,Goa,Tamil Nadu,2,228,Bowler,37,57,2,2,64.91,Caught,Sarthak_GA
18,Goa,Tamil Nadu,2,233,All-rounder,13,22,2,0,59.09,Stumped,Rahul_GA
18,Goa,Tamil Nadu,2,230,Bowler,15,27,0,0,55.56,Caught,Neeraj_GA
18,Goa,Tamil Nadu,2,219,Batter,47,91,7,2,51.65,LBW,Ishan_GA
18,Goa,Tamil Nadu,2,218,Batter,4,5,1,0,80,Not Out,Arjun_GA
19,Andhra,Gujarat,1,22,All-rounder,31,41,5,1,75.61,Bowled,Arjun_AP
19,Andhra,Gujarat,1,7,Batter,14,20,2,0,70,LBW,Nikhil_AP
19,Andhra,Gujarat,1,18,All-rounder,11,17,1,0,64.71,Caught,Aniket_AP
19,Andhra,Gujarat,1,16,All-rounder,9,15,1,0,60,Stumped,Sai_AP
19,Andhra,Gujarat,1,11,Bowler,28,51,5,0,54.9,Caught,Manav_AP
19,Andhra,Gujarat,1,21,All-rounder,36,42,2,1,85.71,LBW,Gautham_AP
19,Andhra,Gujarat,1,6,Batter,37,48,5,1,77.08,Bowled,Karthik_AP
19,Andhra,Gujarat,1,24,Wicket Keeper,14,20,3,0,70,Caught,Pranav_AP
19,Andhra,Gujarat,1,4,Batter,39,60,1,1,65,Run Out,Pranav_AP
19,Andhra,Gujarat,1,2,Batter,33,55,3,1,60,Caught,Arjun_AP
19,Andhra,Gujarat,1,14,Bowler,28,51,5,0,54.9,Not Out,Neeraj_AP
19,Gujarat,Andhra,1,242,Batter,20,38,5,0,52.63,Run Out,Arjun_GJ
19,Gujarat,Andhra,1,251,Bowler,68,83,7,2,81.93,Caught,Manav_GJ
19,Gujarat,Andhra,1,250,Bowler,0,1,0,0,0,Bowled,Yash_GJ
19,Gujarat,Andhra,1,249,Bowler,57,84,4,3,67.86,LBW,Aditya_GJ
19,Gujarat,Andhra,1,256,All-rounder,3,5,0,0,60,Caught,Sai_GJ
19,Gujarat,Andhra,1,248,Batter,49,85,2,1,57.65,Stumped,Rohan_GJ
19,Gujarat,Andhra,1,259,All-rounder,26,49,0,1,53.06,Caught,Shreyas_GJ
19,Gujarat,Andhra,1,258,All-rounder,39,47,2,1,82.98,LBW,Aniket_GJ
19,Gujarat,Andhra,1,254,Bowler,7,9,0,0,77.78,Bowled,Neeraj_GJ
19,Gujarat,Andhra,1,260,All-rounder,46,67,8,0,68.66,Caught,Abhinav_GJ
19,Gujarat,Andhra,1,261,All-rounder,0,1,0,0,0,Not Out,Gautham_GJ
19,Andhra,Gujarat,2,18,All-rounder,30,39,4,0,76.92,Run Out,Aniket_AP
19,Andhra,Gujarat,2,12,Bowler,24,34,3,1,70.59,Caught,Sarthak_AP
19,Andhra,Gujarat,2,8,Batter,16,25,4,0,64,Bowled,Rohan_AP
19,Andhra,Gujarat,2,2,Batter,27,45,2,0,60,LBW,Arjun_AP
19,Andhra,Gujarat,2,5,Batter,17,31,3,0,54.84,Caught,Dev_AP
19,Andhra,Gujarat,2,13,Bowler,25,49,2,1,51.02,Stumped,Harsh_AP
19,Andhra,Gujarat,2,20,All-rounder,9,11,2,0,81.82,Caught,Abhinav_AP
19,Andhra,Gujarat,2,24,Wicket Keeper,20,28,2,0,71.43,LBW,Pranav_AP
19,Andhra,Gujarat,2,9,Bowler,13,20,0,0,65,Bowled,Aditya_AP
19,Andhra,Gujarat,2,1,Batter,7,12,1,0,58.33,Caught,Gautham_AP
19,Andhra,Gujarat,2,7,Batter,14,25,3,0,56,Not Out,Nikhil_AP
19,Gujarat,Andhra,2,255,Bowler,14,27,1,0,51.85,Caught,Vivek_GJ
19,Gujarat,Andhra,2,248,Batter,41,50,8,0,82,Bowled,Rohan_GJ
19,Gujarat,Andhra,2,254,Bowler,26,35,6,0,74.29,LBW,Neeraj_GJ
19,Gujarat,Andhra,2,261,All-rounder,1,1,0,0,100,Caught,Gautham_GJ
19,Gujarat,Andhra,2,249,Bowler,48,78,8,1,61.54,Stumped,Aditya_GJ
19,Gujarat,Andhra,2,251,Bowler,61,107,8,0,57.01,Caught,Manav_GJ
19,Gujarat,Andhra,2,257,All-rounder,14,26,2,0,53.85,LBW,Rahul_GJ
19,Gujarat,Andhra,2,264,Wicket Keeper,1,1,0,0,100,Bowled,Pranav_GJ
19,Gujarat,Andhra,2,246,Batter,16,21,1,1,76.19,Caught,Karthik_GJ
19,Gujarat,Andhra,2,258,All-rounder,6,9,1,0,66.67,Run Out,Aniket_GJ
19,Gujarat,Andhra,2,241,Batter,44,70,8,2,62.86,Not Out,Gautham_GJ
20,Andhra,Assam,1,16,All-rounder,25,36,3,1,69.44,Caught,Sai_AP
20,Andhra,Assam,1,23,Wicket Keeper,11,17,2,0,64.71,Stumped,Ishan_AP
20,Andhra,Assam,1,21,All-rounder,10,17,2,0,58.82,Caught,Gautham_AP
20,Andhra,Assam,1,14,Bowler,6,11,1,0,54.55,LBW,Neeraj_AP
20,Andhra,Assam,1,5,Batter,15,17,2,0,88.24,Bowled,Dev_AP
20,Andhra,Assam,1,9,Bowler,29,37,6,0,78.38,Caught,Aditya_AP
20,Andhra,Assam,1,4,Batter,0,1,0,0,0,Run Out,Pranav_AP
20,Andhra,Assam,1,24,Wicket Keeper,48,74,4,1,64.86,Caught,Pranav_AP
20,Andhra,Assam,1,17,All-rounder,48,80,1,1,60,Bowled,Rahul_AP
20,Andhra,Assam,1,6,Batter,15,27,2,0,55.56,LBW,Karthik_AP
20,Andhra,Assam,1,19,All-rounder,36,69,1,1,52.17,Not Out,Shreyas_AP
20,Assam,Andhra,1,63,Bowler,31,47,7,0,65.96,Bowled,Vivek_AS
20,Assam,Andhra,1,52,Batter,52,85,2,1,61.18,LBW,Pranav_AS
20,Assam,Andhra,1,71,Wicket Keeper,27,48,5,0,56.25,Caught,Ishan_AS
20,Assam,Andhra,1,67,All-rounder,57,108,6,1,52.78,Stumped,Shreyas_AS
20,Assam,Andhra,1,53,Batter,10,12,0,0,83.33,Caught,Dev_AS
20,Assam,Andhra,1,54,Batter,68,92,6,3,73.91,LBW,Karthik_AS
20,Assam,Andhra,1,49,Batter,44,66,7,1,66.67,Bowled,Gautham_AS
20,Assam,Andhra,1,68,All-rounder,33,53,8,0,62.26,Caught,Abhinav_AS
20,Assam,Andhra,1,58,Bowler,15,26,1,0,57.69,Run Out,Yash_AS
20,Assam,Andhra,1,65,All-rounder,42,79,7,2,53.16,Caught,Rahul_AS
20,Assam,Andhra,1,61,Bowler,21,25,3,1,84,Not Out,Harsh_AS
20,Andhra,Assam,2,6,Batter,3,4,0,0,75,Bowled,Karthik_AP
20,Andhra,Assam,2,17,All-rounder,56,86,5,0,65.12,LBW,Rahul_AP
20,Andhra,Assam,2,4,Batter,73,122,8,0,59.84,Caught,Pranav_AP
20,Andhra,Assam,2,5,Batter,52,94,8,0,55.32,Stumped,Dev_AP
20,Andhra,Assam,2,15,Bowler,53,102,7,0,51.96,Caught,Vivek_AP
20,Andhra,Assam,2,21,All-rounder,74,93,1,1,79.57,LBW,Gautham_AP
20,Andhra,Assam,2,23,Wicket Keeper,66,92,10,1,71.74,Bowled,Ishan_AP
20,Andhra,Assam,2,11,Bowler,7,11,1,0,63.64,Caught,Manav_AP
20,Andhra,Assam,2,1,Batter,9,15,0,0,60,Run Out,Gautham_AP
20,Andhra,Assam,2,10,Bowler,53,94,7,1,56.38,Caught,Yash_AP
20,Andhra,Assam,2,16,All-rounder,15,29,3,0,51.72,Not Out,Sai_AP
20,Assam,Andhra,2,58,Bowler,17,25,3,0,68,Run Out,Yash_AS
20,Assam,Andhra,2,51,Batter,33,53,3,0,62.26,Caught,Ishan_AS
20,Assam,Andhra,2,67,All-rounder,42,74,3,0,56.76,Bowled,Shreyas_AS
20,Assam,Andhra,2,57,Bowler,18,34,1,1,52.94,LBW,Aditya_AS
20,Assam,Andhra,2,63,Bowler,41,50,6,0,82,Caught,Vivek_AS
20,Assam,Andhra,2,54,Batter,59,79,5,1,74.68,Stumped,Karthik_AS
20,Assam,Andhra,2,70,All-rounder,15,22,1,0,68.18,Caught,Arjun_AS
20,Assam,Andhra,2,71,Wicket Keeper,1,2,0,0,50,LBW,Ishan_AS
20,Assam,Andhra,2,68,All-rounder,46,80,8,1,57.5,Bowled,Abhinav_AS
20,Assam,Andhra,2,55,Batter,60,112,9,1,53.57,Caught,Nikhil_AS
20,Assam,Andhra,2,61,Bowler,15,18,1,1,83.33,Not Out,Harsh_AS
21,Gujarat,Hyderabad,1,261,All-rounder,42,49,2,0,85.71,LBW,Gautham_GJ
21,Gujarat,Hyderabad,1,263,Wicket Keeper,7,9,0,0,77.78,Bowled,Ishan_GJ
21,Gujarat,Hyderabad,1,250,Bowler,69,98,2,1,70.41,Caught,Yash_GJ
21,Gujarat,Hyderabad,1,249,Bowler,21,33,1,0,63.64,Run Out,Aditya_GJ
21,Gujarat,Hyderabad,1,264,Wicket Keeper,34,57,5,1,59.65,Caught,Pranav_GJ
21,Gujarat,Hyderabad,1,258,All-rounder,50,91,5,0,54.95,Bowled,Aniket_GJ
21,Gujarat,Hyderabad,1,253,Bowler,5,10,1,0,50,LBW,Harsh_GJ
21,Gujarat,Hyderabad,1,254,Bowler,25,32,4,0,78.13,Caught,Neeraj_GJ
21,Gujarat,Hyderabad,1,242,Batter,21,29,4,0,72.41,Stumped,Arjun_GJ
21,Gujarat,Hyderabad,1,251,Bowler,76,116,11,2,65.52,Caught,Manav_GJ
21,Gujarat,Hyderabad,1,255,Bowler,5,8,1,0,62.5,Not Out,Vivek_GJ
21,Hyderabad,Gujarat,1,320,Batter,39,47,3,0,82.98,Caught,Rohan_HY
21,Hyderabad,Gujarat,1,329,All-rounder,0,1,0,0,0,Bowled,Rahul_HY
21,Hyderabad,Gujarat,1,319,Batter,16,23,1,0,69.57,LBW,Nikhil_HY
21,Hyderabad,Gujarat,1,314,Batter,39,62,4,1,62.9,Caught,Arjun_HY
21,Hyderabad,Gujarat,1,327,Bowler,12,21,0,0,57.14,Stumped,Vivek_HY
21,Hyderabad,Gujarat,1,313,Batter,36,67,0,1,53.73,Caught,Gautham_HY
21,Hyderabad,Gujarat,1,315,Batter,21,25,2,1,84,LBW,Ishan_HY
21,Hyderabad,Gujarat,1,328,All-rounder,32,42,3,1,76.19,Bowled,Sai_HY
21,Hyderabad,Gujarat,1,336,Wicket Keeper,35,50,0,2,70,Caught,Pranav_HY
21,Hyderabad,Gujarat,1,317,Batter,17,27,4,0,62.96,Run Out,Dev_HY
21,Hyderabad,Gujarat,1,334,All-rounder,5,9,1,0,55.56,Not Out,Arjun_HY
21,Gujarat,Hyderabad,2,252,Bowler,38,74,4,0,51.35,Stumped,Sarthak_GJ
21,Gujarat,Hyderabad,2,257,All-rounder,33,42,7,0,78.57,Caught,Rahul_GJ
21,Gujarat,Hyderabad,2,259,All-rounder,19,27,3,1,70.37,LBW,Shreyas_GJ
21,Gujarat,Hyderabad,2,249,Bowler,0,1,0,0,0,Bowled,Aditya_GJ
21,Gujarat,Hyderabad,2,242,Batter,37,61,0,0,60.66,Caught,Arjun_GJ
21,Gujarat,Hyderabad,2,248,Batter,38,68,7,1,55.88,Run Out,Rohan_GJ
21,Gujarat,Hyderabad,2,263,Wicket Keeper,36,69,6,1,52.17,Caught,Ishan_GJ
21,Gujarat,Hyderabad,2,247,Batter,35,44,3,1,79.55,Bowled,Nikhil_GJ
21,Gujarat,Hyderabad,2,262,All-rounder,4,6,1,0,66.67,LBW,Arjun_GJ
21,Gujarat,Hyderabad,2,261,All-rounder,38,57,5,2,66.67,Caught,Gautham_GJ
21,Gujarat,Hyderabad,2,241,Batter,24,39,5,0,61.54,Not Out,Gautham_GJ
21,Hyderabad,Gujarat,2,318,Batter,34,40,5,0,85,Caught,Karthik_HY
21,Hyderabad,Gujarat,2,324,Bowler,70,92,5,1,76.09,Run Out,Sarthak_HY
21,Hyderabad,Gujarat,2,315,Batter,20,29,1,1,68.97,Caught,Ishan_HY
21,Hyderabad,Gujarat,2,317,Batter,32,50,3,1,64,Bowled,Dev_HY
21,Hyderabad,Gujarat,2,323,Bowler,16,27,2,0,59.26,LBW,Manav_HY
21,Hyderabad,Gujarat,2,334,All-rounder,29,53,0,0,54.72,Caught,Arjun_HY
21,Hyderabad,Gujarat,2,314,Batter,4,5,1,0,80,Stumped,Arjun_HY
21,Hyderabad,Gujarat,2,329,All-rounder,73,94,2,3,77.66,Caught,Rahul_HY
21,Hyderabad,Gujarat,2,320,Batter,47,67,10,0,70.15,LBW,Rohan_HY
21,Hyderabad,Gujarat,2,328,All-rounder,72,112,7,0,64.29,Bowled,Sai_HY
21,Hyderabad,Gujarat,2,330,All-rounder,48,81,7,1,59.26,Not Out,Aniket_HY
22,Delhi,Bengal,1,206,Bowler,69,122,3,2,56.56,Bowled,Neeraj_DL
22,Delhi,Bengal,1,212,All-rounder,64,122,1,1,52.46,Caught,Abhinav_DL
22,Delhi,Bengal,1,200,Batter,48,59,7,2,81.36,Run Out,Rohan_DL
22,Delhi,Bengal,1,197,Batter,16,22,0,0,72.73,Caught,Dev_DL
22,Delhi,Bengal,1,209,All-rounder,13,19,0,0,68.42,Bowled,Rahul_DL
22,Delhi,Bengal,1,215,Wicket Keeper,72,117,9,1,61.54,LBW,Ishan_DL
22,Delhi,Bengal,1,194,Batter,9,16,1,0,56.25,Caught,Arjun_DL
22,Delhi,Bengal,1,196,Batter,12,23,3,0,52.17,Stumped,Pranav_DL
22,Delhi,Bengal,1,211,All-rounder,66,80,5,2,82.5,Caught,Shreyas_DL
22,Delhi,Bengal,1,214,All-rounder,38,51,1,1,74.51,LBW,Arjun_DL
22,Delhi,Bengal,1,208,All-rounder,30,44,3,0,68.18,Not Out,Sai_DL
22,Bengal,Delhi,1,120,Wicket Keeper,23,37,1,1,62.16,Caught,Pranav_BG
22,Bengal,Delhi,1,106,Bowler,36,62,2,1,58.06,Bowled,Yash_BG
22,Bengal,Delhi,1,116,All-rounder,19,35,2,0,54.29,LBW,Abhinav_BG
22,Bengal,Delhi,1,98,Batter,6,7,0,0,85.71,Caught,Arjun_BG
22,Bengal,Delhi,1,115,All-rounder,37,49,1,0,75.51,Stumped,Shreyas_BG
22,Bengal,Delhi,1,99,Batter,42,61,4,0,68.85,Caught,Ishan_BG
22,Bengal,Delhi,1,117,All-rounder,34,54,2,0,62.96,LBW,Gautham_BG
22,Bengal,Delhi,1,103,Batter,45,77,4,1,58.44,Bowled,Nikhil_BG
22,Bengal,Delhi,1,109,Bowler,18,33,2,0,54.55,Caught,Harsh_BG
22,Bengal,Delhi,1,104,Batter,2,2,0,0,100,Run Out,Rohan_BG
22,Bengal,Delhi,1,113,All-rounder,11,14,0,0,78.57,Not Out,Rahul_BG
22,Delhi,Bengal,2,200,Batter,59,103,3,1,57.28,Caught,Rohan_DL
22,Delhi,Bengal,2,209,All-rounder,60,113,1,2,53.1,LBW,Rahul_DL
22,Delhi,Bengal,2,215,Wicket Keeper,9,11,2,0,81.82,Bowled,Ishan_DL
22,Delhi,Bengal,2,198,Batter,30,40,4,0,75,Caught,Karthik_DL
22,Delhi,Bengal,2,201,Bowler,73,107,8,2,68.22,Run Out,Aditya_DL
22,Delhi,Bengal,2,211,All-rounder,8,13,1,0,61.54,Caught,Shreyas_DL
22,Delhi,Bengal,2,203,Bowler,23,40,2,1,57.5,Bowled,Manav_DL
22,Delhi,Bengal,2,193,Batter,28,52,3,1,53.85,LBW,Gautham_DL
22,Delhi,Bengal,2,214,All-rounder,65,77,8,3,84.42,Caught,Arjun_DL
22,Delhi,Bengal,2,196,Batter,21,28,4,0,75,Stumped,Pranav_DL
22,Delhi,Bengal,2,205,Bowler,8,12,1,0,66.67,Not Out,Harsh_DL
22,Bengal,Delhi,2,108,Bowler,9,14,1,0,64.29,Caught,Sarthak_BG
22,Bengal,Delhi,2,105,Bowler,27,46,5,1,58.7,Run Out,Aditya_BG
22,Bengal,Delhi,2,98,Batter,22,40,1,0,55,Caught,Arjun_BG
22,Bengal,Delhi,2,104,Batter,36,42,4,1,85.71,Bowled,Rohan_BG
22,Bengal,Delhi,2,117,All-rounder,6,8,1,0,75,LBW,Gautham_BG
22,Bengal,Delhi,2,119,Wicket Keeper,15,21,0,0,71.43,Caught,Ishan_BG
22,Bengal,Delhi,2,99,Batter,27,42,3,1,64.29,Stumped,Ishan_BG
22,Bengal,Delhi,2,114,All-rounder,5,8,1,0,62.5,Caught,Aniket_BG
22,Bengal,Delhi,2,120,Wicket Keeper,30,55,0,1,54.55,LBW,Pranav_BG
22,Bengal,Delhi,2,113,All-rounder,25,29,4,0,86.21,Bowled,Rahul_BG
22,Bengal,Delhi,2,100,Batter,18,23,4,0,78.26,Not Out,Pranav_BG
23,Delhi,Andhra,1,197,Batter,25,39,2,1,64.1,Bowled,Dev_DL
23,Delhi,Andhra,1,213,All-rounder,19,32,3,1,59.38,Caught,Gautham_DL
23,Delhi,Andhra,1,196,Batter,4,7,1,0,57.14,Run Out,Pranav_DL
23,Delhi,Andhra,1,208,All-rounder,23,27,4,0,85.19,Caught,Sai_DL
23,Delhi,Andhra,1,194,Batter,31,40,2,1,77.5,Bowled,Arjun_DL
23,Delhi,Andhra,1,204,Bowler,19,27,4,0,70.37,LBW,Sarthak_DL
23,Delhi,Andhra,1,212,All-rounder,28,43,2,1,65.12,Caught,Abhinav_DL
23,Delhi,Andhra,1,193,Batter,23,39,1,0,58.97,Stumped,Gautham_DL
23,Delhi,Andhra,1,198,Batter,32,58,1,1,55.17,Caught,Karthik_DL
23,Delhi,Andhra,1,206,Bowler,11,21,2,0,52.38,LBW,Neeraj_DL
23,Delhi,Andhra,1,195,Batter,16,20,2,1,80,Not Out,Ishan_DL
23,Andhra,Delhi,1,16,All-rounder,20,24,1,1,83.33,LBW,Sai_AP
23,Andhra,Delhi,1,18,All-rounder,47,63,2,0,74.6,Caught,Aniket_AP
23,Andhra,Delhi,1,15,Bowler,37,55,2,2,67.27,Stumped,Vivek_AP
23,Andhra,Delhi,1,13,Bowler,22,35,3,0,62.86,Caught,Harsh_AP
23,Andhra,Delhi,1,20,All-rounder,11,19,2,0,57.89,LBW,Abhinav_AP
23,Andhra,Delhi,1,8,Batter,32,60,6,0,53.33,Bowled,Rohan_AP
23,Andhra,Delhi,1,1,Batter,37,44,6,0,84.09,Caught,Gautham_AP
23,Andhra,Delhi,1,9,Bowler,38,51,7,0,74.51,Run Out,Aditya_AP
23,Andhra,Delhi,1,14,Bowler,13,19,0,0,68.42,Caught,Neeraj_AP
23,Andhra,Delhi,1,10,Bowler,32,51,3,1,62.75,Bowled,Yash_AP
